model_family,spec,feature_spec_role,grid_order,params_json,cv_mean_mae,cv_std_mae,cv_mean_rmse,cv_std_rmse,cv_mean_r2,cv_std_r2,n_estimators,learning_rate,max_depth
xgboost,macro_only,RQ1_macro_baseline,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.01426235709719433,0.0023468971116516386,0.01807882587831965,0.0026742918630646966,-0.7336236637773356,0.5790628607182051,300,0.03,4
xgboost,macro_only,RQ1_macro_baseline,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.01528270617948071,0.0017970313746425751,0.019341308465106788,0.002067511485652123,-1.0358934395652681,0.7938982821491396,300,0.05,4
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.011757910051099654,0.00422900106404041,0.014935937630015468,0.0050119354297034424,-0.07184085650893383,0.055620911800803106,100,0.03,2
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011926565046135616,0.004069118875285508,0.015128235485961742,0.004839763151779437,-0.1079081655148894,0.09570075629875446,100,0.03,3
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011942787476736036,0.004062256646591023,0.015164241800762446,0.004828773990723892,-0.11450916781140134,0.11145777941815375,100,0.05,2
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.012200112669556227,0.003959691003234542,0.015494066570422245,0.004648183381660894,-0.17450912475569202,0.15901567583824205,100,0.03,4
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.012342612554136453,0.003855274783573186,0.015615441781536505,0.004591893712324386,-0.19787957093549946,0.1915070429552816,300,0.03,2
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012302142928732501,0.003841694023809822,0.01561569454053277,0.004591733283396019,-0.19802916970770967,0.19287199020645243,100,0.05,3
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.012728873081387338,0.0037057737969189647,0.016145621682687794,0.004415540058492596,-0.29767107029738354,0.2799695749063299,300,0.05,2
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012736096789472823,0.003749629393538178,0.016200832133521685,0.004426125209858342,-0.30639526963977753,0.27894772322539957,100,0.05,4
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.012832139278778042,0.003689916150602642,0.016348826467685068,0.004356473870061046,-0.3378876293066288,0.3212997949167227,300,0.03,3
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.013474641863543904,0.0035143248006947896,0.017265277415257168,0.004221806727337455,-0.5256603013382541,0.5087004735733649,300,0.05,3
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.013534923396425737,0.0034811643183830453,0.017347521948788903,0.004188024631042297,-0.5429771966635568,0.5194042911545338,300,0.03,4
xgboost,sentiment_mean_only,RQ2_standalone_sentiment,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.014368484007918453,0.0032453986310070344,0.018456791435717747,0.004086040333504319,-0.7987911136539313,0.7878415856350438,300,0.05,4
xgboost,sentiment_std_only,RQ2_standalone_sentiment,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.011668458285356143,0.004264348585540931,0.01487285166965203,0.005037186512483878,-0.062026106444958616,0.07724120370382849,100,0.03,2
xgboost,sentiment_std_only,RQ2_standalone_sentiment,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011768640021680153,0.004287512575005799,0.015022839948437618,0.005052704899147171,-0.08556550043015076,0.10347547305404536,100,0.03,3
xgboost,sentiment_std_only,RQ2_standalone_sentiment,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011822715798065214,0.004192256235401155,0.01506501428582685,0.00497499792658087,-0.09524544713361838,0.12131002965787153,100,0.05,2
xgboost,sentiment_std_only,RQ2_standalone_sentiment,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.011911224360151865,0.004153918189163979,0.015211314997019325,0.0049708676968804235,-0.11862181787488257,0.13160502951186612,300,0.03,2
xgboost,sentiment_std_only,RQ2_standalone_sentiment,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.011952266420968374,0.004213597848130982,0.015300262690435393,0.004948044282017744,-0.1337287950076155,0.1405848658470383,100,0.03,4
xgboost,sentiment_std_only,RQ2_standalone_sentiment,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012000971897384435,0.004173928622797099,0.015342825579404584,0.0049536832308716425,-0.1416820169102523,0.1632846601994007,100,0.05,3
xgboost,sentiment_std_only,RQ2_standalone_sentiment,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.01211883724125419,0.004071988340656306,0.015516716763398391,0.004877508564413085,-0.17272978274302564,0.18125901208880693,300,0.05,2
xgboost,sentiment_std_only,RQ2_standalone_sentiment,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.012226326572275611,0.0040294330274307935,0.015727176904978813,0.00478970379272629,-0.21028456238945234,0.19707659661950466,300,0.03,3
xgboost,sentiment_std_only,RQ2_standalone_sentiment,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012316393871746689,0.004051289421482322,0.0158366694642917,0.004751865914725245,-0.23140542599152125,0.2244101678073097,100,0.05,4
xgboost,sentiment_std_only,RQ2_standalone_sentiment,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012661010669476967,0.003933454464703933,0.01635558727604623,0.004728451814723576,-0.3214709750766318,0.2655432743118523,300,0.05,3
xgboost,sentiment_std_only,RQ2_standalone_sentiment,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.012625279686750243,0.003893261514265041,0.016358593740416184,0.004672863390825967,-0.324135113833894,0.26983637911522285,300,0.03,4
xgboost,sentiment_std_only,RQ2_standalone_sentiment,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.013214661731253116,0.003829150759172105,0.01722479007583082,0.004570671837583962,-0.491415275696905,0.40251283224608086,300,0.05,4
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.0117054609958899,0.004613498225215034,0.014873583293140459,0.005423618737848608,-0.05001213533645791,0.04059555591628743,100,0.03,2
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011888508323731041,0.004677391423817685,0.01508160373570671,0.005512425582061294,-0.07892552987863193,0.030283709966668394,100,0.05,2
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011907884088612106,0.004728967642049763,0.015097822804479829,0.005616851751745599,-0.0784223038863127,0.04175397967529823,100,0.03,3
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.012105110628142875,0.00474396009698554,0.015349050973749214,0.005622927930020688,-0.11696705748387652,0.023478787270592563,300,0.03,2
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012147092370190099,0.004737845488899887,0.015389683889099948,0.005631586694556778,-0.12298029161278896,0.020305544361520465,100,0.05,3
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.01221676052990841,0.004808300590301033,0.015475303431608328,0.0056641335963331365,-0.13546635079225725,0.023168189654179976,100,0.03,4
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.012488149933630508,0.004801880862576175,0.015872505048030065,0.0056889704436099055,-0.19843662288462957,0.03563173877572132,300,0.05,2
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.012541750230167526,0.004749789883000919,0.015934736537563235,0.005658315038672714,-0.20954850805393818,0.03519585756883661,300,0.03,3
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012589704676088687,0.004872474102122831,0.016052841913440027,0.0057027224208817786,-0.22799672122573802,0.06641166383271915,100,0.05,4
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.013046428419611287,0.004806753918407887,0.016744985537176644,0.005676493359070172,-0.34889620355075285,0.16120970690547962,300,0.05,3
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.013113886413376163,0.004869058455924601,0.016846206460772357,0.005699447101924215,-0.36583879639092826,0.1667463585115988,300,0.03,4
xgboost,sentiment_extreme_only,RQ2_standalone_sentiment,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.013669588085788198,0.004858699084915389,0.01768605411535806,0.005640587692882465,-0.5259038446383272,0.2966762130512003,300,0.05,4
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.011643999212762863,0.004352650789045673,0.014862126719472388,0.0050782171797099365,-0.05884182676849492,0.0516740042031681,100,0.03,2
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.01192534580939718,0.004293953134179918,0.015138401330738521,0.004962686423608159,-0.10604329271201769,0.08837048230666525,100,0.03,3
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011928043031537569,0.004189169631817848,0.015185917097037394,0.004863983216339565,-0.1171307708903558,0.10555124323729047,100,0.05,2
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.012013731157087343,0.004226427686744736,0.015235313405184595,0.00487481836194228,-0.12523987627232894,0.11867136891106149,100,0.03,4
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012388195711949816,0.004199121478156999,0.015649446574801457,0.004844554210747917,-0.1941331283692743,0.15744962956714165,100,0.05,3
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.012696251893622458,0.00408847405200554,0.015947207365946566,0.0046638785134546,-0.24968498528453983,0.18433854013852286,300,0.03,2
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.01277162072502361,0.004088268370472483,0.016045957149154178,0.004681530745599327,-0.2718520754788785,0.2563147945987675,100,0.05,4
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.01330753818378963,0.003821951205907707,0.016656628759217522,0.004349163299434784,-0.388540668378043,0.29927717282484056,300,0.03,3
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.013540113025894411,0.0038756498788694404,0.016930197773986206,0.004417726104004787,-0.433721757977211,0.3009719434103842,300,0.05,2
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.013717404563163829,0.0037347632221143797,0.017178875363225692,0.004201659054059776,-0.4873300398058837,0.3319544120575697,300,0.03,4
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.014348184064985031,0.0037145910892934317,0.018018588501017823,0.004331377678227189,-0.6416966558296956,0.3903416978492438,300,0.05,3
xgboost,macro_mean,RQ3_incremental_sentiment_beyond_macro,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.0148156441481357,0.0034309956251820104,0.01861024957667777,0.003999838775640104,-0.7693469822989054,0.4351012852685966,300,0.05,4
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.011684777588276655,0.004408723900187085,0.014842351557108495,0.005188445796117728,-0.05236343446610022,0.04283902174571933,100,0.03,2
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011919329464085297,0.004484796095701801,0.015084650065972349,0.005233641979267873,-0.08869716164326695,0.06165904438231157,100,0.03,3
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011926466808062709,0.00430644069087574,0.015126487227505847,0.005027906985559152,-0.10266774337712496,0.09630469628932209,100,0.05,2
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.012138391816906497,0.004556711710668304,0.015347956490464628,0.005284109520192436,-0.12916960343513764,0.08700370117011123,100,0.03,4
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.01234790564168195,0.004309693988631424,0.01565666174115134,0.004984879293807904,-0.18854179176659525,0.11573063134147783,300,0.03,2
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012394610261694444,0.004531418298107004,0.015665259761773156,0.005273927779213595,-0.18205022252661363,0.13015000059230664,100,0.05,3
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012831295666345888,0.004511470966980763,0.016240975899906435,0.005252230064815624,-0.2778606863148881,0.14957108337757186,100,0.05,4
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.013014777304145487,0.004487991791295993,0.016512190671007034,0.005244621779056797,-0.32349753322789637,0.14822272585995352,300,0.05,2
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.013133683854652953,0.004349481964748477,0.016612591401400558,0.005164895509872215,-0.341936853495551,0.12889753986462252,300,0.03,3
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.013810228806931142,0.004431735887208587,0.0174127417333502,0.005259809115230148,-0.479199809755934,0.1403665464228655,300,0.03,4
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.014546335473486568,0.004265032408952967,0.0182550847380619,0.005225131536036829,-0.6382147052036128,0.19859578141701922,300,0.05,3
xgboost,macro_std,RQ3_incremental_sentiment_beyond_macro,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.014755183472981567,0.004588581124210121,0.018694074485002186,0.005499749845182219,-0.7112947272731844,0.1877104810223807,300,0.05,4
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.01165479688423357,0.004385499703105159,0.014852162849290204,0.005141173913396552,-0.05554520513318972,0.053585699273748164,100,0.03,2
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011784133722252269,0.00435593754278847,0.01501444647813445,0.005121999280004587,-0.08189829668423883,0.08041019548722728,100,0.03,3
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.011931883743895472,0.004485175175013988,0.015154910953870638,0.005213470484022409,-0.10141531713283018,0.09245983077612378,100,0.03,4
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011929291688256337,0.004463301578423094,0.015165500251465675,0.00517448783827523,-0.10400327157127946,0.08786203289936378,100,0.05,2
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012293600883651059,0.004584129148650404,0.015591333576519989,0.005376843152868322,-0.1673126755047422,0.13333950932651215,100,0.05,3
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.012341602055127951,0.0045932409246386115,0.01571245739380647,0.005313025613599512,-0.18627659307598235,0.08810412647748976,300,0.03,2
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012638329896336531,0.004430945560790171,0.016016852472104968,0.005194088921781909,-0.24126877139133351,0.12656561207942438,100,0.05,4
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.012999347482379195,0.004441229331557686,0.016447176352500776,0.005208249328071707,-0.3143339906138202,0.15892438797063718,300,0.03,3
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.01314066081050821,0.004845809032791084,0.016640825527935568,0.005595347119620204,-0.33257504438681756,0.11943333929738234,300,0.05,2
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.01352371449250111,0.004298184762401102,0.01700214322863023,0.005040419906362485,-0.41391203279276484,0.1460725793008745,300,0.03,4
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.014425570748535116,0.004718064370704141,0.017989827543494187,0.005581898004384941,-0.5751055977379055,0.16996322194153504,300,0.05,3
xgboost,macro_extreme,RQ3_incremental_sentiment_beyond_macro,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.014857341416662352,0.004433195536987336,0.018610657741931807,0.005245087523800141,-0.7062670672016568,0.22065721641469938,300,0.05,4
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.01159834624822159,0.004315380200926903,0.014829708889902543,0.005051919659162587,-0.054571773900460085,0.048113852612185946,100,0.03,2
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011881759687602612,0.004237791372269779,0.015083241148255253,0.004956111141436999,-0.09815553235201631,0.09805721584115858,100,0.03,3
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011852320282370253,0.00413186431785824,0.015129235472999455,0.004822013201547243,-0.10953138568775052,0.10550341642953247,100,0.05,2
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.01204613913002949,0.004298649543638445,0.015283118804355665,0.004950568126270601,-0.12939732891247427,0.09775753005780238,100,0.03,4
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012294716707948425,0.004324209201210386,0.01556792039036692,0.004943010956560877,-0.17675626391257024,0.13584633667475543,100,0.05,3
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012389667266730707,0.004189610702327869,0.015755844977636314,0.004734476179380604,-0.21383121415976833,0.14753303913861995,100,0.05,4
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,10,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 2}",0.012433794276085224,0.004326798499317229,0.015795898211167263,0.004968168665382774,-0.21260217592170258,0.1352080445089064,300,0.03,2
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,11,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 3}",0.012978465651950592,0.0044726678191096885,0.01641446186836489,0.005146462564768482,-0.3128984051476433,0.18927824762450635,300,0.03,3
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,7,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 2}",0.013192858053708267,0.004353126794487625,0.01674089929399503,0.005053014092922104,-0.3724032854398816,0.20475520584570445,300,0.05,2
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,12,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 4}",0.013440846750264197,0.004318925913206631,0.016919494958395908,0.004983336833480825,-0.4035807693461521,0.17988591608560414,300,0.03,4
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,8,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 3}",0.013738811954047138,0.004435960621244378,0.01738948218704166,0.005235557280440665,-0.482041697047896,0.2310178287657342,300,0.05,3
xgboost,macro_mean_std,RQ3_incremental_sentiment_beyond_macro,9,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 4}",0.014374745097715864,0.003992097672963923,0.018106183929810258,0.004653941035330294,-0.6357119575561827,0.2795903352623197,300,0.05,4
xgboost,macro_mean_extreme,RQ3_incremental_sentiment_beyond_macro,4,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 2}",0.01159642066286566,0.004265205679714923,0.014813796268187495,0.00498629729284357,-0.0542541835224315,0.05494963117536515,100,0.03,2
xgboost,macro_mean_extreme,RQ3_incremental_sentiment_beyond_macro,5,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 3}",0.011877217813408536,0.004233943156240902,0.015083762198539963,0.0049138254651329445,-0.09937179183669904,0.09625423726307797,100,0.03,3
xgboost,macro_mean_extreme,RQ3_incremental_sentiment_beyond_macro,1,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 2}",0.011861242944482195,0.004166312414244445,0.01512622155185186,0.004826564104551239,-0.10883414066810142,0.1036190270961173,100,0.05,2
xgboost,macro_mean_extreme,RQ3_incremental_sentiment_beyond_macro,6,"{""n_estimators"": 100, ""learning_rate"": 0.03, ""max_depth"": 4}",0.011985174591079858,0.004249907908728068,0.015241402078780478,0.004875500822745469,-0.125485066503646,0.10622010101032056,100,0.03,4
xgboost,macro_mean_extreme,RQ3_incremental_sentiment_beyond_macro,2,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 3}",0.012107158778006286,0.00425884136757353,0.015391968780727497,0.004863579308360578,-0.15037287370286503,0.1224861384194091,100,0.05,3
xgboost,macro_mean_extreme,RQ3_incremental_sentiment_beyond_macro,3,"{""n_estimators"": 100, ""learning_rate"": 0.05, ""max_depth"": 4}",0.012375295938622638,0.004393811331527936,0.01573201696714842,0.004970130940075395,-0.20105438809449408,0.1147571846501299,100,0.05,4
